market_date,checkpoint,horizon_minutes,decision_timestamp,dataset_layer,resolved_winner,favorite_bucket,favorite_bucket_index,favorite_market_q_raw,favorite_model_p,favorite_raw_edge,lower_neighbor_bucket,lower_neighbor_market_q_raw,lower_neighbor_model_p,lower_neighbor_raw_edge,upper_neighbor_bucket,upper_neighbor_market_q_raw,upper_neighbor_model_p,upper_neighbor_raw_edge,strategy_variant,selected_neighbor_side,selected_buckets,selected_bucket_indices,number_of_buckets,basket_model_p,basket_market_q_raw,execution_stress,basket_stressed_cost,basket_raw_edge,basket_stressed_edge,won,payout,stressed_pnl,ROI,five_share_cost,five_share_pnl,month,temporal_block,model_probability_sum_11,market_q_sum_11,spot,spot_bucket_index,spot_inside_favorite,spot_inside_selected_neighbor,spot_inside_basket,spot_position,favorite_location,selection_uses_winner
2026-03-03,T-30,30,2026-03-03T16:30:00+00:00,historical_validation_visible,"68,000-70,000","68,000-70,000",7,0.9150000214576721,1.0,0.08499997854232788,"66,000-68,000",0.06499999761581421,0.0,-0.06499999761581421,"70,000-72,000",0.035999998450279236,0.0,-0.035999998450279236,A,none,"68,000-70,000",7,1,1.0,0.9150000214576721,0.03,0.9450000214576721,0.08499997854232788,0.054999978542327854,True,1.0,0.054999978542327854,0.058201034172983224,4.725000107288361,0.27499989271163927,2026-03,2,1.0,1.0215000177267939,68828.97,7,True,False,True,spot_inside_favorite,central,False
2026-03-04,T-60,60,2026-03-04T16:00:00+00:00,historical_validation_visible,"72,000-74,000","72,000-74,000",7,0.7174999713897705,0.8066089246688547,0.08910895327908419,"70,000-72,000",0.05000000074505806,0.0,-0.05000000074505806,"74,000-76,000",0.22300000488758087,0.1933910753311453,-0.02960892955643557,A,none,"72,000-74,000",7,1,0.8066089246688547,0.7174999713897705,0.03,0.7474999713897705,0.08910895327908419,0.059108953279084164,True,1.0,0.25250002861022947,0.33779269334388756,3.737499856948853,1.2625001430511473,2026-03,2,1.0,1.0034999772324227,73396.88,7,True,False,True,spot_inside_favorite,central,False
2026-03-05,T-30,30,2026-03-05T16:30:00+00:00,historical_validation_visible,"70,000-72,000","70,000-72,000",7,0.9359999895095825,1.0,0.06400001049041748,"68,000-70,000",0.03550000116229057,0.0,-0.03550000116229057,"72,000-74,000",0.03200000151991844,0.0,-0.03200000151991844,A,none,"70,000-72,000",7,1,1.0,0.9359999895095825,0.03,0.9659999895095825,0.06400001049041748,0.034000010490417454,True,1.0,0.034000010490417454,0.035196698612469476,4.829999947547913,0.17000005245208727,2026-03,2,1.0,1.0089999924530275,70995.76,7,True,False,True,spot_inside_favorite,central,False
2026-03-08,T-60,60,2026-03-08T15:00:00+00:00,historical_validation_visible,"66,000-68,000","66,000-68,000",5,0.9150000214576721,1.0,0.08499997854232788,"64,000-66,000",0.009999999776482582,0.0,-0.009999999776482582,"68,000-70,000",0.05000000074505806,0.0,-0.05000000074505806,A,none,"66,000-68,000",5,1,1.0,0.9150000214576721,0.03,0.9450000214576721,0.08499997854232788,0.054999978542327854,True,1.0,0.054999978542327854,0.058201034172983224,4.725000107288361,0.27499989271163927,2026-03,2,1.0,0.9815000221715309,67339.76,5,True,False,True,spot_inside_favorite,central,False
2026-03-18,T-60,60,2026-03-18T15:00:00+00:00,historical_validation_visible,"70,000-72,000","70,000-72,000",5,0.9049999713897705,1.0,0.09500002861022949,"68,000-70,000",0.0215000007301569,0.0,-0.0215000007301569,"72,000-74,000",0.07500000298023224,0.0,-0.07500000298023224,A,none,"70,000-72,000",5,1,1.0,0.9049999713897705,0.03,0.9349999713897705,0.09500002861022949,0.06500002861022947,True,1.0,0.06500002861022947,0.06951874930393244,4.674999856948853,0.3250001430511473,2026-03,2,1.0,1.0064999752794392,71193.23,5,True,False,True,spot_inside_favorite,central,False
2026-03-19,T-60,60,2026-03-19T15:00:00+00:00,historical_validation_visible,"68,000-70,000","68,000-70,000",4,0.7954999804496765,0.8549714244044151,0.05947144395473858,"66,000-68,000",0.016499999910593033,0.0,-0.016499999910593033,"70,000-72,000",0.1899999976158142,0.1450285755955849,-0.0449714220202293,A,none,"68,000-70,000",4,1,0.8549714244044151,0.7954999804496765,0.03,0.8254999804496765,0.05947144395473858,0.029471443954738552,True,1.0,0.17450001955032346,0.2113870668479818,4.127499902248383,0.8725000977516173,2026-03,3,1.0,1.0179999781539664,69482.25,4,True,False,True,spot_inside_favorite,central,False
2026-03-20,T-60,60,2026-03-20T15:00:00+00:00,historical_validation_visible,"68,000-70,000","68,000-70,000",4,0.675000011920929,0.7496491077696565,0.07464909584872759,"66,000-68,000",0.004000000189989805,0.0,-0.004000000189989805,"70,000-72,000",0.32499998807907104,0.25035089223034346,-0.07464909584872759,A,none,"68,000-70,000",4,1,0.7496491077696565,0.675000011920929,0.03,0.705000011920929,0.07464909584872759,0.04464909584872756,True,1.0,0.294999988079071,0.418439692327491,3.525000059604645,1.474999940395355,2026-03,3,1.0,1.0090000003692694,69731.21,4,True,False,True,spot_inside_favorite,central,False
2026-03-24,T-60,60,2026-03-24T15:00:00+00:00,historical_validation_visible,"68,000-70,000","68,000-70,000",3,0.5350000262260437,0.621653261180342,0.08665323495429833,"66,000-68,000",0.006000000052154064,0.0,-0.006000000052154064,"70,000-72,000",0.4699999988079071,0.37834673881965797,-0.09165325998824914,A,none,"68,000-70,000",3,1,0.621653261180342,0.5350000262260437,0.03,0.5650000262260437,0.08665323495429833,0.056653234954298304,True,1.0,0.43499997377395627,0.7699114222694259,2.825000131130219,2.174999868869781,2026-03,3,1.0,1.0185000254423358,69869.93,3,True,False,True,spot_inside_favorite,central,False
2026-03-25,T-60,60,2026-03-25T15:00:00+00:00,historical_validation_visible,"70,000-72,000","70,000-72,000",5,0.9150000214576721,1.0,0.08499997854232788,"68,000-70,000",0.009999999776482582,0.0,-0.009999999776482582,"72,000-74,000",0.07500000298023224,0.0,-0.07500000298023224,A,none,"70,000-72,000",5,1,1.0,0.9150000214576721,0.03,0.9450000214576721,0.08499997854232788,0.054999978542327854,True,1.0,0.054999978542327854,0.058201034172983224,4.725000107288361,0.27499989271163927,2026-03,3,1.0,1.0040000244043767,71234.28,5,True,False,True,spot_inside_favorite,central,False
2026-03-26,T-60,60,2026-03-26T15:00:00+00:00,historical_validation_visible,"68,000-70,000","68,000-70,000",5,0.8349999785423279,0.9302615066510819,0.09526152810875399,"66,000-68,000",0.00800000037997961,0.0,-0.00800000037997961,"70,000-72,000",0.17000000178813934,0.06973849334891813,-0.10026150843922121,A,none,"68,000-70,000",5,1,0.9302615066510819,0.8349999785423279,0.03,0.8649999785423279,0.09526152810875399,0.06526152810875396,True,1.0,0.1350000214576721,0.1560693928399514,4.32499989271164,0.6750001072883605,2026-03,3,1.0,1.0189999808790162,69479.92,5,True,False,True,spot_inside_favorite,central,False
2026-03-27,T-30,30,2026-03-27T15:30:00+00:00,historical_validation_visible,"66,000-68,000","66,000-68,000",4,0.7250000238418579,0.8665718766555436,0.14157185281368567,"64,000-66,000",0.2865000069141388,0.1334281233444564,-0.1530718835696824,"68,000-70,000",0.001500000013038516,0.0,-0.001500000013038516,A,none,"66,000-68,000",4,1,0.8665718766555436,0.7250000238418579,0.03,0.7550000238418579,0.14157185281368567,0.11157185281368565,True,1.0,0.24499997615814206,0.324503269432293,3.77500011920929,1.2249998807907103,2026-03,3,1.0,1.0180000309483148,66332.98,4,True,False,True,spot_inside_favorite,central,False
2026-03-30,T-30,30,2026-03-30T15:30:00+00:00,historical_validation_visible,"66,000-68,000","66,000-68,000",3,0.9449999928474426,1.0,0.05500000715255737,"64,000-66,000",0.0020000000949949026,0.0,-0.0020000000949949026,"68,000-70,000",0.052000001072883606,0.0,-0.052000001072883606,A,none,"66,000-68,000",3,1,1.0,0.9449999928474426,0.03,0.9749999928474427,0.05500000715255737,0.025000007152557346,True,1.0,0.025000007152557346,0.025641033165083392,4.8749999642372135,0.12500003576278673,2026-03,3,1.0,1.0039999941946007,67522.8,3,True,False,True,spot_inside_favorite,central,False
2026-04-07,T-60,60,2026-04-07T15:00:00+00:00,historical_validation_visible,"68,000-70,000","66,000-68,000",5,0.6200000047683716,0.6716021327755058,0.05160212800713426,"64,000-66,000",0.007000000216066837,0.0,-0.007000000216066837,"68,000-70,000",0.3700000047683716,0.32839786722449416,-0.04160213754387743,A,none,"66,000-68,000",5,1,0.6716021327755058,0.6200000047683716,0.03,0.6500000047683716,0.05160212800713426,0.021602128007134236,False,0.0,-0.6500000047683716,-1.0,3.2500000238418583,-3.2500000238418583,2026-04,3,1.0,1.0025000099558383,67860.48,5,True,False,True,spot_inside_favorite,central,False
2026-04-08,T-60,60,2026-04-08T15:00:00+00:00,historical_validation_visible,"70,000-72,000","70,000-72,000",6,0.9449999928474426,1.0,0.05500000715255737,"68,000-70,000",0.039500001817941666,0.0,-0.039500001817941666,"72,000-74,000",0.008999999612569809,0.0,-0.008999999612569809,A,none,"70,000-72,000",6,1,1.0,0.9449999928474426,0.03,0.9749999928474427,0.05500000715255737,0.025000007152557346,True,1.0,0.025000007152557346,0.025641033165083392,4.8749999642372135,0.12500003576278673,2026-04,3,1.0,1.0004999943776056,70912.88,6,True,False,True,spot_inside_favorite,central,False
2026-04-10,T-60,60,2026-04-10T15:00:00+00:00,historical_validation_visible,"72,000-74,000","72,000-74,000",8,0.9334999918937683,1.0,0.06650000810623169,"70,000-72,000",0.03849999979138374,0.0,-0.03849999979138374,"74,000-76,000",0.025499999523162842,0.0,-0.025499999523162842,A,none,"72,000-74,000",8,1,1.0,0.9334999918937683,0.03,0.9634999918937683,0.06650000810623169,0.03650000810623166,True,1.0,0.03650000810623166,0.03788272798476163,4.817499959468842,0.18250004053115831,2026-04,3,1.0,1.0014999913983047,72909.0,8,True,False,True,spot_inside_favorite,central,False
2026-04-14,T-60,60,2026-04-14T15:00:00+00:00,historical_validation_visible,"74,000-76,000","74,000-76,000",8,0.9315000176429749,1.0,0.06849998235702515,"72,000-74,000",0.020999999716877937,0.0,-0.020999999716877937,"76,000-78,000",0.04650000110268593,0.0,-0.04650000110268593,A,none,"74,000-76,000",8,1,1.0,0.9315000176429749,0.03,0.9615000176429749,0.06849998235702515,0.03849998235702512,True,1.0,0.03849998235702512,0.04004158257989858,4.807500088214875,0.1924999117851256,2026-04,4,1.0,1.0045000187237747,75013.62,8,True,False,True,spot_inside_favorite,central,False
2026-04-20,T-60,60,2026-04-20T15:00:00+00:00,historical_validation_visible,"74,000-76,000","74,000-76,000",7,0.9350000023841858,1.0,0.06499999761581421,"72,000-74,000",0.023000000044703484,0.0,-0.023000000044703484,"76,000-78,000",0.02500000037252903,0.0,-0.02500000037252903,A,none,"74,000-76,000",7,1,1.0,0.9350000023841858,0.03,0.9650000023841858,0.06499999761581421,0.03499999761581418,True,1.0,0.03499999761581418,0.03626942749154521,4.825000011920929,0.1749999880790709,2026-04,4,1.0,0.9875000030151568,75034.79,7,True,False,True,spot_inside_favorite,central,False
